id,caption,language,platform,post_time,reach,likes,comments,shares,conversion,quality_score
4307,"Upgrade your home or office with our stylish and durable furniture collection. Designed to bring comfort and class, these items are available for a short time only!",English,Twitter,10/31/2024 23:57,6414,491,82,30,101,88
4308,Join our community of satisfied customers and explore our innovative products that make your life easier and more enjoyable. Order today and enjoy fast delivery!,English,Instagram,10/27/2024 4:44,2873,528,28,72,110,56
4309,Join our community of satisfied customers and explore our innovative products that make your life easier and more enjoyable. Order today and enjoy fast delivery!,English,Facebook,7/20/2024 11:01,3509,280,52,19,58,99
4310,Shop smarter and save more with our exclusive deals and limited-time offers. Browse our latest collection and experience shopping like never before!,English,Facebook,3/7/2024 7:52,10445,1807,90,94,432,80
4311,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Facebook,7/23/2024 3:07,7508,2072,107,237,683,95
4312,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Facebook,11/17/2024 3:11,13948,2467,219,239,703,84
4313,Join our community of satisfied customers and explore our innovative products that make your life easier and more enjoyable. Order today and enjoy fast delivery!,English,Facebook,1/3/2024 4:24,17633,2738,490,170,1719,47
4314,"Boost your business growth with our all-in-one digital marketing solution, trusted by thousands of entrepreneurs worldwide. Start your journey towards success now!",English,Facebook,1/10/2024 1:57,566,118,15,16,35,87
4315,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Twitter,3/7/2024 0:20,302,79,7,6,28,60
4316,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Instagram,4/12/2024 23:30,8404,565,43,56,496,86
4317,"Get the ultimate shopping experience with our mobile app that offers convenience, security, and personalized recommendations based on your preferences.",English,Twitter,4/29/2024 16:19,14572,3341,256,287,883,96
4318,"Enjoy unmatched customer service, exclusive offers, and premium quality products when you choose us. Start shopping today and make the smart choice!",English,Facebook,1/9/2024 6:56,16026,3623,518,534,1025,59
4319,Join our community of satisfied customers and explore our innovative products that make your life easier and more enjoyable. Order today and enjoy fast delivery!,English,Instagram,10/16/2024 1:59,10536,776,148,73,274,62
4320,Take advantage of our seasonal promotions with unmatched discounts and special bundle offers designed to give you the best value for your money.,English,Facebook,7/23/2024 17:28,17294,899,82,85,1041,85
4321,"Upgrade your home or office with our stylish and durable furniture collection. Designed to bring comfort and class, these items are available for a short time only!",English,Instagram,8/3/2024 2:10,4294,987,77,86,178,72
4322,"Stay ahead of the trend with our cutting-edge tech gadgets designed to simplify your daily routine. Limited quantities available, so grab yours today before it’s gone!",English,Instagram,8/16/2024 5:01,7353,2021,357,102,97,92
4323,Celebrate this festive season with amazing gift options for your loved ones. Our carefully curated gift collections are sure to bring smiles and happiness!,English,Twitter,5/26/2024 8:24,5484,1142,203,130,524,59
4324,"Enjoy unmatched customer service, exclusive offers, and premium quality products when you choose us. Start shopping today and make the smart choice!",English,Instagram,9/13/2024 17:58,14618,1345,169,172,1415,41
4325,"Enjoy unmatched customer service, exclusive offers, and premium quality products when you choose us. Start shopping today and make the smart choice!",English,Facebook,10/25/2024 1:14,2954,868,152,116,145,47
4326,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Twitter,8/6/2024 3:06,2212,561,73,57,70,61
4327,"Get the ultimate shopping experience with our mobile app that offers convenience, security, and personalized recommendations based on your preferences.",English,Instagram,6/17/2024 9:03,5620,825,91,103,172,95
4328,Shop smarter and save more with our exclusive deals and limited-time offers. Browse our latest collection and experience shopping like never before!,English,Twitter,10/28/2024 3:46,19064,1045,63,104,1131,53
4329,"Stay ahead of the trend with our cutting-edge tech gadgets designed to simplify your daily routine. Limited quantities available, so grab yours today before it’s gone!",English,Instagram,7/19/2024 9:05,5840,1380,270,135,505,92
4330,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Twitter,11/26/2024 16:32,8742,2009,176,113,552,79
4331,Celebrate this festive season with amazing gift options for your loved ones. Our carefully curated gift collections are sure to bring smiles and happiness!,English,Facebook,12/31/2024 18:33,5970,573,43,82,116,46
4332,Shop smarter and save more with our exclusive deals and limited-time offers. Browse our latest collection and experience shopping like never before!,English,Twitter,11/8/2024 2:15,6523,1173,135,168,145,55
4333,"Boost your business growth with our all-in-one digital marketing solution, trusted by thousands of entrepreneurs worldwide. Start your journey towards success now!",English,Instagram,9/4/2024 15:26,10354,2873,365,358,826,93
4334,Take advantage of our seasonal promotions with unmatched discounts and special bundle offers designed to give you the best value for your money.,English,Facebook,10/31/2024 20:53,8622,1473,150,212,605,69
4335,"Enjoy unmatched customer service, exclusive offers, and premium quality products when you choose us. Start shopping today and make the smart choice!",English,Facebook,8/14/2024 2:15,15588,1667,160,240,1201,74
4336,"Upgrade your home or office with our stylish and durable furniture collection. Designed to bring comfort and class, these items are available for a short time only!",English,Instagram,8/9/2024 15:48,879,187,23,12,76,91
4337,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Instagram,7/31/2024 6:49,5935,800,120,58,105,51
4338,Take advantage of our seasonal promotions with unmatched discounts and special bundle offers designed to give you the best value for your money.,English,Instagram,4/23/2024 14:43,14540,1281,107,176,708,82
4339,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Twitter,8/23/2024 20:28,15368,3712,324,472,1463,57
4340,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Twitter,7/18/2024 10:36,7661,728,94,103,234,75
4341,Join our community of satisfied customers and explore our innovative products that make your life easier and more enjoyable. Order today and enjoy fast delivery!,English,Instagram,10/11/2024 3:02,1700,357,57,36,72,52
4342,Join our community of satisfied customers and explore our innovative products that make your life easier and more enjoyable. Order today and enjoy fast delivery!,English,Twitter,8/1/2024 13:46,17604,4534,815,631,988,84
